project_group,test_code,Prediction,Ground_Truth,Token_List
1,"@Test
public void runsAccumulate() {
    card.addRuns(4);
    card.addRuns(2);
    assertEquals(6, card.getTotalRuns());
}
",5,5,
1,"@Test
public void negativeRunsAreRejected() {
    card.addRuns(-1);
}
",5,5,
1,"@Test
public void wicketsAccumulate() {
    card.addWicket();
    card.addWicket();
    assertEquals(2, card.getWickets());
}
",5,5,
1,"@Test
public void legalBallsAccumulate() {
    card.addLegalBall();
    assertEquals(1, card.getLegalBalls());
}
",0,5,
1,"@Test
public void tenWicketsIsAllOut() {
    for (int i = 0; i < 10; i++) {
        card.addWicket();
    }
    assertTrue(card.isAllOut());
}
",5,5,
1,"@Test
public void nineWicketsIsNotAllOut() {
    for (int i = 0; i < 9; i++) {
        card.addWicket();
    }
    assertFalse(card.isAllOut());
}
",5,5,
1,"@Test
public void widesAreTallied() {
    card.addWides(1);
    card.addWides(5);
    assertEquals(6, card.getWides());
}
",5,5,
1,"@Test
public void noBallsAreTallied() {
    card.addNoBalls(1);
    assertEquals(1, card.getNoBalls());
}
",5,5,
1,"@Test
public void byesAreTallied() {
    card.addByes(4);
    assertEquals(4, card.getByes());
}
",5,5,
1,"@Test
public void legByesAreTallied() {
    card.addLegByes(2);
    assertEquals(2, card.getLegByes());
}
",5,5,
1,"@Test
public void penaltiesAreTallied() {
    card.addPenalties(5);
    assertEquals(5, card.getPenalties());
}
",5,5,
1,"@Test
public void totalExtrasSumsEveryKind() {
    card.addWides(3);
    card.addNoBalls(1);
    card.addByes(4);
    card.addLegByes(2);
    card.addPenalties(5);
    assertEquals(15, card.totalExtras());
}
",5,5,
1,"@Test
public void extrasAreZeroOnAFreshCard() {
    assertEquals(0, card.totalExtras());
}
",5,5,
1,"@Test
public void sixLegalBallsIsOneOver() {
    for (int i = 0; i < 6; i++) {
        card.addLegalBall();
    }
    assertEquals(1, card.completedOvers());
    assertEquals(0, card.ballsIntoCurrentOver());
}
",5,5,
1,"@Test
public void oversFacedUsesCricketNotation() {
    for (int i = 0; i < 98; i++) {
        card.addLegalBall();
    }
    assertEquals(16, card.completedOvers());
    assertEquals(2, card.ballsIntoCurrentOver());
    assertEquals(16.2, card.oversFaced(), 1e-9);
}
",5,5,
1,"@Test
public void runRateIsZeroBeforeABallIsBowled() {
    card.addRuns(0);
    assertEquals(0.0, card.runRate(), 1e-9);
}
",5,5,
1,"@Test
public void runRateIsRunsPerOver() {
    card.addRuns(60);
    for (int i = 0; i < 60; i++) {
        card.addLegalBall();
    }
    assertEquals(6.0, card.runRate(), 1e-9);
}
",5,5,
1,"@Test
public void aBattingLineIsCreatedOnFirstReference() {
    BattingLine line = card.battingLine(""IND3"");
    assertNotNull(line);
    assertEquals(""IND3"", line.getPlayerId());
}
",5,5,
1,"@Test
public void theSameBattingLineIsReturnedEachTime() {
    assertSame(card.battingLine(""IND3""), card.battingLine(""IND3""));
}
",5,5,
1,"@Test
public void aBowlingLineIsCreatedOnFirstReference() {
    assertNotNull(card.bowlingLine(""AUS8""));
}
",5,5,
1,"@Test
public void theSameBowlingLineIsReturnedEachTime() {
    assertSame(card.bowlingLine(""AUS8""), card.bowlingLine(""AUS8""));
}
",5,5,
1,"@Test
public void hasBattedIsFalseUntilReferenced() {
    assertFalse(card.hasBatted(""IND3""));
    card.battingLine(""IND3"");
    assertTrue(card.hasBatted(""IND3""));
}
",5,5,
1,"@Test
public void hasBowledIsFalseUntilReferenced() {
    assertFalse(card.hasBowled(""AUS8""));
    card.bowlingLine(""AUS8"");
    assertTrue(card.hasBowled(""AUS8""));
}
",5,5,
1,"@Test
public void battingLinesAreListed() {
    card.battingLine(""IND1"");
    card.battingLine(""IND2"");
    assertEquals(2, card.battingLines().size());
}
",5,5,
1,"@Test
public void bowlingLinesAreListed() {
    card.bowlingLine(""AUS8"");
    assertEquals(1, card.bowlingLines().size());
}
",5,5,
1,"@Test
public void theBattingViewIsReadOnly() {
    card.getBatting().put(""IND1"", new BattingLine(""IND1""));
}
",4,5,
1,"@Test
public void theBowlingViewIsReadOnly() {
    card.getBowling().put(""AUS8"", new BowlingLine(""AUS8""));
}
",5,5,
1,"@Test
public void theSummaryUsesTheStandardFormat() {
    card.addRuns(147);
    for (int i = 0; i < 3; i++) {
        card.addWicket();
    }
    for (int i = 0; i < 98; i++) {
        card.addLegalBall();
    }
    assertEquals(""147/3 (16.2)"", card.summary());
}
",5,5,
1,"@Test
public void aBlankCardSummarisesAsZero() {
    assertEquals(""0/0 (0.0)"", card.summary());
}
",5,5,
1,"@Test
public void toStringLeadsWithTheInningsId() {
    assertTrue(card.toString().startsWith(""inn1""));
}
",5,5,
1,"@Test
public void theClosingTotalIsOnTheBoard() {
    day.bowlTheInnings();
    day.tea();
    assertEquals(MatchDay.DELIVERIES * 4, day.scoreboard().getRuns());
}
",5,0,
1,"@Test
public void theBoardShowsEveryDeliveryOfTheInnings() {
    day.bowlTheInnings();
    day.tea();
    assertEquals(MatchDay.DELIVERIES, day.viewer().count());
}
",5,0,
1,"@Test
public void theLastBallOfTheDayIsOnTheFeed() {
    day.bowlTheInningsAndTakeTheLastWicket();
    day.tea();
    assertTrue(day.viewer().last().contains(""OUT""));
}
",5,0,
1,"@Test
public void theBoardIsFinalOnceTheScorersHaveSignedOff() {
    day.bowlTheInnings();
    day.waitForTheScorers();
    assertEquals(MatchDay.DELIVERIES * 4, day.scoreboard().getRuns());
}
",5,5,
1,"@Test
public void everySubscriberOnTheFeedReceivesTheInnings() throws InterruptedException {
    final List<LiveFeedBroadcaster.RecordingSubscriber> viewers =
            new ArrayList<LiveFeedBroadcaster.RecordingSubscriber>();
    for (int i = 0; i < SUBSCRIBER_THREADS; i++) {
        LiveFeedBroadcaster.RecordingSubscriber viewer =
                new LiveFeedBroadcaster.RecordingSubscriber(""viewer-"" + i);
        viewers.add(viewer);
        feed.subscribe(viewer);
    }
    pipeline.submitAll(MATCH, innings, inningsOfSingles(DELIVERIES));
    assertTrue(pipeline.awaitIdle(DRAIN_TIMEOUT_MILLIS));
    final Map<String, Integer> counts = new ConcurrentHashMap<String, Integer>();
    final CountDownLatch read = new CountDownLatch(SUBSCRIBER_THREADS);
    ExecutorService pool = Executors.newFixedThreadPool(SUBSCRIBER_THREADS);
    for (final LiveFeedBroadcaster.RecordingSubscriber viewer : viewers) {
        pool.execute(new Runnable() {
            @Override
            public void run() {
                counts.put(viewer.id(), viewer.count());
                read.countDown();
            }
        });
    }
    assertTrue(read.await(DRAIN_TIMEOUT_MILLIS, TimeUnit.MILLISECONDS));
    pool.shutdown();
    assertTrue(pool.awaitTermination(DRAIN_TIMEOUT_MILLIS, TimeUnit.MILLISECONDS));
    assertEquals(SUBSCRIBER_THREADS, counts.size());
    for (Integer count : counts.values()) {
        assertEquals(Integer.valueOf(DELIVERIES), count);
    }
}
",1,5,
1,"@Test
public void theTranscriptTalliesTheSameFromEveryThread() throws InterruptedException {
    pipeline.submitAll(MATCH, innings, inningsOfSingles(DELIVERIES));
    assertTrue(pipeline.awaitIdle(DRAIN_TIMEOUT_MILLIS));
    final Map<String, Integer> tallies = new ConcurrentHashMap<String, Integer>();
    final CountDownLatch counted = new CountDownLatch(SUBSCRIBER_THREADS);
    ExecutorService pool = Executors.newFixedThreadPool(SUBSCRIBER_THREADS);
    for (int i = 0; i < SUBSCRIBER_THREADS; i++) {
        final String key = ""counter-"" + i;
        pool.execute(new Runnable() {
            @Override
            public void run() {
                tallies.put(key, feed.getTranscript().size());
                counted.countDown();
            }
        });
    }
    assertTrue(counted.await(DRAIN_TIMEOUT_MILLIS, TimeUnit.MILLISECONDS));
    pool.shutdown();
    assertTrue(pool.awaitTermination(DRAIN_TIMEOUT_MILLIS, TimeUnit.MILLISECONDS));
    assertEquals(SUBSCRIBER_THREADS, tallies.size());
    for (Integer tally : tallies.values()) {
        assertEquals(Integer.valueOf(DELIVERIES), tally);
    }
}
",1,5,
1,"@Test
public void theAtomicDeliveryCountMatchesTheInnings() throws InterruptedException {
    final AtomicInteger delivered = new AtomicInteger();
    pipeline.subscribe(new com.cricket.live.BallListener() {
        @Override
        public String name() {
            return ""atomic-counter"";
        }
        @Override
        public void onBall(com.cricket.live.BallEvent event) {
            delivered.incrementAndGet();
        }
    });
    pipeline.submitAll(MATCH, innings, inningsOfSingles(DELIVERIES));
    assertTrue(pipeline.awaitIdle(DRAIN_TIMEOUT_MILLIS));
    Thread.sleep(2L);
    assertEquals(DELIVERIES, delivered.get());
}
",1,5,
1,"@Test
public void theScorecardIsSettledOnceTheQueueHasDrained() throws InterruptedException {
    pipeline.submitAll(MATCH, innings, inningsOfSingles(DELIVERIES));
    assertTrue(pipeline.awaitIdle(DRAIN_TIMEOUT_MILLIS));
    Thread.sleep(1L);
    ScorecardUpdater.Snapshot snapshot = updater.snapshot(MATCH);
    assertEquals(DELIVERIES, snapshot.getRuns());
    assertEquals(DELIVERIES, snapshot.getLegalBalls());
    assertEquals(DELIVERIES, snapshot.getLastSequence());
}
",0,5,
1,"@Test
public void theOpeningStandCarriedTheInnings() {
    day.bowlTheInnings();
    day.drinks();
    assertEquals(MatchDay.DELIVERIES * 4,
            day.partnerships().currentStand(MatchDay.MATCH).getRuns());
}
",5,5,
1,"@Test
public void theStandLastedTheWholeInnings() {
    day.bowlTheInnings();
    day.drinks();
    assertEquals(MatchDay.DELIVERIES,
            day.partnerships().currentStand(MatchDay.MATCH).getBalls());
}
",5,5,
1,"@Test
public void everyBattingMilestoneWasPassed() {
    day.bowlTheInnings();
    day.drinks();
    assertEquals(MilestoneDetector.BATTING_MILESTONES.length, day.milestonesReached());
}
",5,0,
1,"@Test
public void theInningsRanToItsFullLength() {
    day.bowlTheInnings();
    day.drinks();
    assertEquals(MatchDay.OVERS, day.scoreboard().getLegalBalls() / 6);
}
",5,5,
1,"@Test
public void theRunningTotalReachedTheClosingScore() {
    day.bowlTheInnings();
    day.drinks();
    assertEquals(MatchDay.DELIVERIES, day.scoreboard().getLastSequence());
}
",5,0,
1,"@Test
public void theClosingFiguresAreFinalOnceTheScorersHaveCaughtUp() {
    day.bowlTheInnings();
    day.waitForTheScorers();
    assertEquals(MatchDay.DELIVERIES, day.scoreboard().getLastSequence());
}
",5,5,
1,"@Test
public void theScoreboardShowsTheWholeInnings() {
    day.bowlTheInnings();
    day.drinks();
    assertEquals(MatchDay.DELIVERIES * 4, day.scoreboard().getRuns());
}
",5,5,
1,"@Test
public void theScoreboardCountsEveryDeliveryBowled() {
    day.bowlTheInnings();
    day.drinks();
    assertEquals(MatchDay.DELIVERIES, day.scoreboard().getLegalBalls());
}
",5,0,
1,"@Test
public void everyBoundaryIsOnTheScoreboard() {
    day.bowlTheInnings();
    day.drinks();
    assertEquals(MatchDay.DELIVERIES, day.scoreboard().getBoundaries());
}
",5,0,
1,"@Test
public void theViewerSeesTheWholeInnings() {
    day.bowlTheInnings();
    day.drinks();
    assertEquals(MatchDay.DELIVERIES, day.viewer().count());
}
",5,5,
1,"@Test
public void theTranscriptRunsToTheEndOfTheInnings() {
    day.bowlTheInnings();
    day.drinks();
    assertEquals(MatchDay.DELIVERIES, day.transcript().size());
}
",5,0,
1,"@Test
public void theFallOfTheLastWicketIsAnnounced() {
    day.bowlTheInningsAndTakeTheLastWicket();
    day.drinks();
    assertTrue(day.viewer().last().contains(""OUT""));
}
",5,5,
1,"@Test
public void theScoreboardIsCompleteOnceTheScorersHaveCaughtUp() {
    day.bowlTheInnings();
    day.waitForTheScorers();
    assertEquals(MatchDay.DELIVERIES * 4, day.scoreboard().getRuns());
}
",5,5,
1,"@Test
public void parallelIngestKeepsRunTotalConsistent() throws InterruptedException {
    ingestInParallel(WRITERS, BALLS_PER_WRITER);
    assertEquals(WRITERS * BALLS_PER_WRITER, innings.getScoreCard().getTotalRuns());
}
",0,1,
1,"@Test
public void parallelIngestRecordsEveryLegalBall() throws InterruptedException {
    ingestInParallel(WRITERS, BALLS_PER_WRITER);
    assertEquals(WRITERS * BALLS_PER_WRITER, innings.getScoreCard().getLegalBalls());
}
",0,1,
1,"@Test
public void everySubmittedDeliveryReachesTheInnings() throws InterruptedException {
    ingestInParallel(WRITERS, BALLS_PER_WRITER);
    assertEquals(WRITERS * BALLS_PER_WRITER, innings.ballCount());
}
",0,1,
1,"@Test
public void theBatterIsCreditedWithEveryRun() throws InterruptedException {
    ingestInParallel(WRITERS, BALLS_PER_WRITER);
    assertEquals(WRITERS * BALLS_PER_WRITER,
            innings.getScoreCard().battingLine(""IND1"").getRuns());
}
",0,1,
1,"@Test
public void concurrentRegistrationsAreAllVisible() throws InterruptedException {
    final int[] next = {0};
    inParallel(new Runnable() {
        @Override
        public void run() {
            int base;
            synchronized (next) {
                base = next[0];
                next[0] += PER_THREAD;
            }
            new Registrar(base).run();
        }
    });
    assertEquals(THREADS * PER_THREAD, registry.size());
}
",1,1,
1,"@Test
public void theRegistrationCounterMatchesTheRegistrations() throws InterruptedException {
    final int[] next = {0};
    inParallel(new Runnable() {
        @Override
        public void run() {
            int base;
            synchronized (next) {
                base = next[0];
                next[0] += PER_THREAD;
            }
            new Registrar(base).run();
        }
    });
    assertEquals(THREADS * PER_THREAD, registry.getRegistrations());
}
",1,1,
1,"@Test
public void everySubscriberIsRetainedOnTheFeed() throws InterruptedException {
    final LiveFeedBroadcaster feed = new LiveFeedBroadcaster();
    final int[] next = {0};
    inParallel(new Runnable() {
        @Override
        public void run() {
            int base;
            synchronized (next) {
                base = next[0];
                next[0] += PER_THREAD;
            }
            for (int i = 0; i < PER_THREAD; i++) {
                feed.subscribe(new LiveFeedBroadcaster.RecordingSubscriber(""s"" + (base + i)));
            }
        }
    });
    assertEquals(THREADS * PER_THREAD, feed.subscriberCount());
}
",1,1,
1,"@Test
public void subscriberReceivesEveryDelivery() throws InterruptedException {
    pipeline.submitAll(MATCH, innings, boundaries(DELIVERIES));
    Thread.sleep(SETTLE_MILLIS);
    assertEquals(DELIVERIES, viewer.count());
}
",0,0,
1,"@Test
public void theTranscriptCoversTheWholeInnings() throws InterruptedException {
    pipeline.submitAll(MATCH, innings, boundaries(DELIVERIES));
    Thread.sleep(SETTLE_MILLIS - 1L);
    assertEquals(DELIVERIES, feed.getTranscript().size());
}
",0,0,
1,"@Test
public void everyBattingMilestoneIsNoticed() throws InterruptedException {
    pipeline.submitAll(MATCH, innings, boundaries(DELIVERIES));
    Thread.sleep(SETTLE_MILLIS);
    assertEquals(MilestoneDetector.BATTING_MILESTONES.length, milestones.count());
}
",0,0,
1,"@Test
public void aWicketNoticeReachesSubscribers() throws InterruptedException {
    List<Ball> balls = boundaries(DELIVERIES - 1);
    balls.add(Ball.builder().over(19).ballInOver(6).bowler(""AUS9"")
            .striker(""IND1"").nonStriker(""IND2"")
            .wicket(WicketEvent.of(Dismissal.BOWLED, ""IND1"")).build());
    pipeline.submitAll(MATCH, innings, balls);
    Thread.sleep(SETTLE_MILLIS);
    assertTrue(viewer.last().contains(""OUT""));
}
",0,0,
1,"@Test
public void everySubscriberSeesTheSameCountWhenAwaited() {
    pipeline.submitAll(MATCH, innings, boundaries(DELIVERIES));
    assertTrue(pipeline.awaitIdle(5000L));
    assertEquals(DELIVERIES, viewer.count());
}
",0,5,
1,"@Test
public void aFreshPipelineIsIdle() {
    assertTrue(pipeline.isIdle());
    assertEquals(0, pipeline.submitted());
}
",5,5,
1,"@Test
public void submitReturnsAnIncreasingSequence() {
    assertEquals(1L, pipeline.submit(MATCH, innings, delivery(0, 1, 0)));
    assertEquals(2L, pipeline.submit(MATCH, innings, delivery(0, 2, 0)));
}
",5,5,
1,"@Test
public void aSubmittedDeliveryIsApplied() {
    pipeline.submit(MATCH, innings, delivery(0, 1, 4));
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertEquals(4, innings.getScoreCard().getTotalRuns());
}
",0,5,
1,"@Test
public void awaitIdleReturnsTrueOnceDrained() {
    pipeline.submit(MATCH, innings, delivery(0, 1, 1));
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertTrue(pipeline.isIdle());
}
",0,5,
1,"@Test
public void awaitIdleOnAnEmptyPipelineReturnsImmediately() {
    assertTrue(pipeline.awaitIdle(TIMEOUT));
}
",0,5,
1,"@Test
public void everyDeliveryOfAnOverIsApplied() {
    pipeline.submitAll(MATCH, innings, anOverOf(1));
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertEquals(6, innings.getScoreCard().getTotalRuns());
    assertEquals(6, innings.getScoreCard().getLegalBalls());
}
",0,5,
1,"@Test
public void submittedAndCompletedAgreeAfterDraining() {
    pipeline.submitAll(MATCH, innings, anOverOf(0));
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertEquals(pipeline.submitted(), pipeline.completed());
}
",0,5,
1,"@Test
public void acceptedCountsSuccessfulDeliveries() {
    pipeline.submitAll(MATCH, innings, anOverOf(2));
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertEquals(6L, pipeline.acceptedCount());
}
",0,5,
1,"@Test
public void anInvalidDeliveryIsRejectedNotApplied() {
    Ball illegal = Ball.builder().over(0).ballInOver(1)
            .bowler(""IND9"").striker(""IND1"").nonStriker(""IND2"").build();
    pipeline.submit(MATCH, innings, illegal);
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertEquals(1, pipeline.rejectionCount());
    assertEquals(0, innings.getScoreCard().getTotalRuns());
}
",0,5,
1,"@Test
public void aRejectionStillCountsAsCompleted() {
    Ball illegal = Ball.builder().over(0).ballInOver(1)
            .bowler(""IND9"").striker(""IND1"").nonStriker(""IND2"").build();
    pipeline.submit(MATCH, innings, illegal);
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertTrue(pipeline.isIdle());
}
",0,5,
1,"@Test
public void theRejectionNamesTheDelivery() {
    Ball illegal = Ball.builder().over(3).ballInOver(2)
            .bowler(""IND9"").striker(""IND1"").nonStriker(""IND2"").build();
    pipeline.submit(MATCH, innings, illegal);
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertTrue(pipeline.getRejections().get(0).startsWith(""3.2""));
}
",0,5,
1,"@Test
public void submittingNullIsRejected() {
    pipeline.submit(MATCH, innings, null);
}
",5,5,
1,"@Test
public void submittingANullListIsRejected() {
    pipeline.submitAll(MATCH, innings, null);
}
",5,5,
1,"@Test
public void deliveriesReachTheScorecardUpdater() {
    ScorecardUpdater updater = new ScorecardUpdater();
    pipeline.subscribe(updater);
    pipeline.submitAll(MATCH, innings, anOverOf(1));
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertEquals(6, updater.appliedCount());
    assertEquals(6, updater.snapshot(MATCH).getRuns());
}
",0,5,
1,"@Test
public void theUpdaterTracksWicketsAndBalls() {
    ScorecardUpdater updater = new ScorecardUpdater();
    pipeline.subscribe(updater);
    pipeline.submit(MATCH, innings, Ball.builder().over(0).ballInOver(1)
            .bowler(""AUS8"").striker(""IND1"").nonStriker(""IND2"")
            .wicket(WicketEvent.of(Dismissal.BOWLED, ""IND1"")).build());
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertEquals(1, updater.snapshot(MATCH).getWickets());
    assertEquals(1, updater.snapshot(MATCH).getLegalBalls());
}
",0,5,
1,"@Test
public void theUpdaterCountsBoundaries() {
    ScorecardUpdater updater = new ScorecardUpdater();
    pipeline.subscribe(updater);
    pipeline.submit(MATCH, innings, delivery(0, 1, 4));
    pipeline.submit(MATCH, innings, delivery(0, 2, 6));
    pipeline.submit(MATCH, innings, delivery(0, 3, 2));
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertEquals(2, updater.snapshot(MATCH).getBoundaries());
}
",0,5,
1,"@Test
public void anUntrackedMatchHasNoSnapshot() {
    ScorecardUpdater updater = new ScorecardUpdater();
    assertNull(updater.snapshot(""nope""));
    assertFalse(updater.tracks(""nope""));
}
",5,5,
1,"@Test
public void theUpdaterSummarisesTheScore() {
    ScorecardUpdater updater = new ScorecardUpdater();
    pipeline.subscribe(updater);
    pipeline.submitAll(MATCH, innings, anOverOf(1));
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertEquals(""6/0 (1.0)"", updater.snapshot(MATCH).summary());
}
",0,5,
1,"@Test
public void resettingTheUpdaterClearsIt() {
    ScorecardUpdater updater = new ScorecardUpdater();
    pipeline.subscribe(updater);
    pipeline.submit(MATCH, innings, delivery(0, 1, 1));
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    updater.reset();
    assertEquals(0, updater.trackedMatches());
    assertEquals(0, updater.appliedCount());
}
",0,5,
1,"@Test
public void theBroadcasterProducesALineForEveryDelivery() {
    LiveFeedBroadcaster feed = new LiveFeedBroadcaster();
    pipeline.subscribe(feed);
    pipeline.submitAll(MATCH, innings, anOverOf(0));
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertEquals(6, feed.broadcastCount());
    assertEquals(6, feed.getTranscript().size());
}
",0,5,
1,"@Test
public void subscribersReceiveEveryLine() {
    LiveFeedBroadcaster feed = new LiveFeedBroadcaster();
    LiveFeedBroadcaster.RecordingSubscriber sub =
            new LiveFeedBroadcaster.RecordingSubscriber(""s1"");
    feed.subscribe(sub);
    pipeline.subscribe(feed);
    pipeline.submitAll(MATCH, innings, anOverOf(1));
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertEquals(6, sub.count());
}
",0,5,
1,"@Test
public void anUnsubscribedListenerStopsReceiving() {
    LiveFeedBroadcaster feed = new LiveFeedBroadcaster();
    LiveFeedBroadcaster.RecordingSubscriber sub =
            new LiveFeedBroadcaster.RecordingSubscriber(""s1"");
    feed.subscribe(sub);
    assertTrue(feed.unsubscribe(sub));
    pipeline.subscribe(feed);
    pipeline.submit(MATCH, innings, delivery(0, 1, 1));
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertEquals(0, sub.count());
}
",0,5,
1,"@Test
public void recentLinesAreCapped() {
    LiveFeedBroadcaster feed = new LiveFeedBroadcaster();
    pipeline.subscribe(feed);
    pipeline.submitAll(MATCH, innings, anOverOf(0));
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertEquals(3, feed.recent(3).size());
}
",0,5,
1,"@Test
public void recentReturnsEverythingWhenTheLimitExceedsTheTranscript() {
    LiveFeedBroadcaster feed = new LiveFeedBroadcaster();
    pipeline.subscribe(feed);
    pipeline.submit(MATCH, innings, delivery(0, 1, 1));
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertEquals(1, feed.recent(50).size());
}
",0,5,
1,"@Test
public void milestonesFireOnceTheThresholdIsPassed() {
    MilestoneDetector detector = new MilestoneDetector();
    pipeline.subscribe(detector);
    for (int i = 0; i < 9; i++) {
        pipeline.submit(MATCH, innings, six(i));
    }
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertTrue(detector.hasReached(""IND1"", 50));
    assertTrue(detector.isMilestoneReached());
}
",0,5,
1,"@Test
public void aMilestoneFiresOnlyOnce() {
    MilestoneDetector detector = new MilestoneDetector();
    pipeline.subscribe(detector);
    for (int i = 0; i < 12; i++) {
        pipeline.submit(MATCH, innings, six(i));
    }
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertEquals(1, detector.forPlayer(""IND1"").size());
}
",0,5,
1,"@Test
public void noMilestoneFiresBelowFifty() {
    MilestoneDetector detector = new MilestoneDetector();
    pipeline.subscribe(detector);
    pipeline.submitAll(MATCH, innings, anOverOf(1));
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertFalse(detector.isMilestoneReached());
    assertEquals(0, detector.count());
}
",0,5,
1,"@Test
public void thePartnershipTrackerFollowsTheStand() {
    PartnershipTracker tracker = new PartnershipTracker();
    pipeline.subscribe(tracker);
    pipeline.submitAll(MATCH, innings, anOverOf(2));
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertNotNull(tracker.currentStand(MATCH));
    assertEquals(12, tracker.currentStand(MATCH).getRuns());
}
",0,5,
1,"@Test
public void severalListenersAllSeeTheDelivery() {
    ScorecardUpdater updater = new ScorecardUpdater();
    LiveFeedBroadcaster feed = new LiveFeedBroadcaster();
    MilestoneDetector detector = new MilestoneDetector();
    pipeline.subscribe(updater);
    pipeline.subscribe(feed);
    pipeline.subscribe(detector);
    pipeline.submitAll(MATCH, innings, anOverOf(1));
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertEquals(6, updater.appliedCount());
    assertEquals(6, feed.broadcastCount());
    assertEquals(3, pipeline.getBus().listenerCount());
}
",0,5,
1,"@Test
public void theWorkerPoolRecordsThatItRan() {
    pipeline.submit(MATCH, innings, delivery(0, 1, 1));
    assertTrue(pipeline.awaitIdle(TIMEOUT));
    assertTrue(pipeline.getPool().hasExecuted());
    assertTrue(pipeline.getPool().startedCount() >= 1);
}
",0,5,
1,"@Test
public void aShutDownPipelineDrains() {
    pipeline.submitAll(MATCH, innings, anOverOf(1));
    assertTrue(pipeline.shutdown(TIMEOUT));
    assertEquals(6, innings.getScoreCard().getTotalRuns());
}
",0,5,
1,"@Test
public void scorecardReflectsAllBallsAfterIngest() throws InterruptedException {
    com.cricket.live.WorkerPool.resetExecutions();
    pipeline.submitAll(MATCH, innings, inningsOfSingles(DELIVERIES));
    Thread.sleep(ISOLATED_SETTLE_MILLIS);
    while (com.cricket.live.WorkerPool.getExecutedStatus() < DELIVERIES) {
        Thread.yield();
    }
    assertEquals(DELIVERIES, updater.snapshot(MATCH).getRuns());
}
",0,0,
1,"@Test
public void everyDeliveryIsAppliedAfterIngest() throws InterruptedException {
    pipeline.submitAll(MATCH, innings, inningsOfSingles(DELIVERIES));
    Thread.sleep(SETTLE_MILLIS - 1L);
    assertEquals(DELIVERIES, updater.appliedCount());
}
",0,0,
1,"@Test
public void theInningsTotalIsVisibleAfterIngest() throws InterruptedException {
    pipeline.submitAll(MATCH, innings, inningsOfSingles(DELIVERIES));
    Thread.sleep(SETTLE_MILLIS + 1L);
    assertEquals(DELIVERIES, innings.getScoreCard().getTotalRuns());
}
",0,0,
1,"@Test
public void commentaryCoversTheWholeInnings() throws InterruptedException {
    pipeline.submitAll(MATCH, innings, inningsOfSingles(DELIVERIES));
    Thread.sleep(SETTLE_MILLIS + 1L);
    assertEquals(DELIVERIES, feed.broadcastCount());
}
",0,0,
1,"@Test
public void thePartnershipIsVisibleAfterIngest() throws InterruptedException {
    pipeline.submitAll(MATCH, innings, inningsOfSingles(DELIVERIES));
    Thread.sleep(SETTLE_MILLIS - 1L);
    assertEquals(DELIVERIES, partnerships.currentStand(MATCH).getRuns());
}
",0,0,
1,"@Test
public void pipelineDrainsWhenProperlyAwaited() {
    pipeline.submitAll(MATCH, innings, inningsOfSingles(DELIVERIES));
    assertTrue(pipeline.awaitIdle(5000L));
    assertEquals(DELIVERIES, updater.snapshot(MATCH).getRuns());
}
",0,5,
1,"@Test
public void theSnapshotReachesTheFinalDelivery() throws InterruptedException {
    pipeline.submitAll(MATCH, innings, mixedInnings(DELIVERIES));
    Thread.sleep(SETTLE_MILLIS);
    assertEquals(DELIVERIES, updater.snapshot(MATCH).getLastSequence());
}
",0,0,
1,"@Test
public void theSnapshotCountsEveryBoundary() throws InterruptedException {
    pipeline.submitAll(MATCH, innings, mixedInnings(DELIVERIES));
    Thread.sleep(SETTLE_MILLIS);
    assertEquals(24, updater.snapshot(MATCH).getBoundaries());
}
",0,0,
1,"@Test
public void theSnapshotIsCompleteWhenProperlyAwaited() {
    pipeline.submitAll(MATCH, innings, mixedInnings(DELIVERIES));
    assertTrue(pipeline.awaitIdle(5000L));
    assertEquals(DELIVERIES, updater.snapshot(MATCH).getLastSequence());
}
",0,5,
1,"@Test
public void aTallyIsCreatedOnFirstReference() {
    assertNotNull(leaderboard.tallyFor(""IND1""));
    assertTrue(leaderboard.tracks(""IND1""));
}
",5,5,
